Word,V.Mean.Sum,V.SD.Sum,V.Rat.Sum,A.Mean.Sum,A.SD.Sum,A.Rat.Sum
argumentative,3.2,1.79,20,5.61,2.13,23
arise,6.17,1.25,18,4.76,2.3,21
aristocracy,5.21,2.07,19,4.15,2.39,20
aristocrat,4.28,1.41,18,3.6,2.01,20
aristocratic,5.79,2.04,19,3.18,2.08,22
arithmetic,4.95,1.79,22,4.0,2.38,26
ark,6.15,1.31,20,3.52,2.18,21
arm,5.44,1.7,41,3.44,2.05,45
armada,4.6,1.76,20,3.29,2.24,21
armament,5.05,2.07,19,4.65,2.53,23
armchair,5.67,1.77,21,2.75,1.98,24
armed,4.11,1.97,19,6.3,1.92,23
armor,6.1,1.51,21,3.29,2.44,24
armored,5.67,1.59,21,3.52,2.14,21
armory,5.25,1.33,20,4.48,2.32,21
armpit,4.1,1.59,20,3.57,1.78,21
army,4.65,2.03,20,4.49,2.63,43
aroma,7.65,1.35,20,4.35,2.19,23
arouse,6.67,2.08,21,6.21,2.5,24
aroused,5.95,1.85,20,7.3,2.47,20
arraignment,3.91,1.74,22,4.6,1.96,25
arrange,5.15,0.93,20,3.57,2.11,21
arrangement,5.71,1.45,21,3.0,1.89,20
array,5.9,1.48,21,3.71,2.0,21
arrest,2.33,1.37,18,6.86,2.24,21
arrhythmia,3.86,2.32,22,4.95,2.46,22
arrival,6.67,1.28,21,3.6,2.42,25
arrive,6.41,1.84,22,5.0,2.75,20
arrogance,2.55,1.23,20,4.65,2.35,20
arrogant,2.52,1.29,21,5.15,2.13,20
arrow,5.24,1.81,21,3.91,2.59,23
arsenal,4.45,2.2,22,5.48,2.24,25
arsenic,3.0,1.82,21,4.7,1.84,23
arson,2.26,1.52,19,5.41,2.5,22
arsonist,2.5,1.88,20,6.95,2.09,19
art,6.85,1.89,39,4.48,2.48,23
arterial,3.95,1.66,21,3.39,2.41,23
artery,4.29,2.28,21,4.09,2.35,23
arthritis,2.32,1.06,19,4.27,1.88,22
artichoke,5.3,1.75,20,3.5,2.48,22
article,5.68,1.42,19,3.5,1.71,22
articulate,6.55,1.53,22,4.27,2.59,22
artifact,6.2,1.61,20,4.95,2.28,20
artificial,3.86,1.68,21,4.17,1.71,24
artillery,4.1,1.77,20,4.56,2.59,18
artist,6.76,2.47,21,4.1,2.65,20
artiste,6.33,1.85,21,3.0,2.23,24
artistic,7.0,1.17,20,5.0,2.74,18
artistry,6.91,1.77,22,4.71,2.57,21
artwork,6.76,1.55,21,4.18,2.91,22
arty,6.55,2.11,22,5.53,2.55,19
asbestos,2.24,1.34,21,4.38,2.53,24
ascend,6.19,1.5,21,4.13,2.53,23
ascendant,5.29,1.59,21,3.23,2.0,22
ascending,5.14,1.73,22,3.73,2.23,22
ascension,5.77,1.57,22,5.36,2.26,22
ascertain,5.3,1.49,20,3.17,1.99,23
ashamed,2.52,2.23,21,5.65,2.39,20
ashtray,3.52,1.66,21,3.48,2.27,23
asinine,5.05,2.25,21,4.63,2.48,19
ask,5.95,1.4,22,3.48,2.16,21
asleep,6.5,1.89,18,2.0,2.43,21
asparagus,5.43,2.27,21,2.73,1.98,22
aspect,4.89,1.15,19,3.39,2.06,18
aspen,6.57,1.66,21,4.11,2.35,19
asphalt,4.46,1.67,24,3.2,1.88,20
asphyxia,2.19,1.47,21,6.14,2.37,21
asphyxiation,1.53,0.84,19,6.91,1.9,22
aspiration,6.26,2.26,19,5.0,2.41,21
aspire,6.43,1.78,21,3.68,2.51,22
aspirin,5.3,1.34,20,3.35,2.13,20
aspiring,6.89,1.79,19,4.41,2.89,22
ass,5.45,2.26,22,5.43,2.29,21
assailant,3.24,1.48,21,5.7,2.46,23
assassin,2.11,1.32,18,5.82,2.87,44
assassinate,3.27,2.1,22,6.38,2.33,21
assassination,1.83,0.86,18,6.2,2.75,20
assault,2.05,1.45,39,6.8,2.11,916
assemble,5.14,1.82,21,3.52,2.39,23
assembly,5.47,1.43,19,3.95,2.72,22
assemblyman,5.0,1.55,21,3.12,2.33,25
assert,5.68,1.49,19,4.64,2.13,22
assertive,5.37,1.83,19,5.55,2.39,20
assess,5.84,1.86,19,3.45,2.2,22
assessment,5.22,1.9,18,2.75,1.83,20
asset,7.25,1.21,20,4.43,2.84,21
asshole,2.11,1.88,18,6.38,2.77,21
assign,4.75,1.62,20,3.71,1.49,21
assignment,5.39,1.56,23,4.45,2.42,22
assimilate,4.63,1.86,19,4.15,1.95,20
assist,5.95,1.53,22,3.76,2.26,21
assistance,5.82,1.79,22,3.82,2.22,22
assistant,5.91,1.44,22,4.8,2.67,20
associate,5.2,1.74,20,3.11,1.94,18
association,5.5,1.91,20,3.67,1.5,18
assorted,5.82,1.14,22,3.52,2.16,21
assortment,5.64,1.14,22,3.88,2.2,26
assume,4.41,1.84,22,4.2,2.4,20
assumption,4.3,1.22,20,4.14,2.06,21
assurance,5.95,2.12,19,2.81,2.25,21
assure,6.33,1.68,21,3.1,2.14,21
asterisk,5.38,1.66,21,2.78,2.04,23
asteroid,4.95,2.15,22,5.6,2.33,20
asthma,2.45,1.3,22,4.5,2.45,26
asthmatic,3.33,1.62,21,3.38,2.79,24
astonish,5.55,1.71,22,5.38,1.98,26
astonished,6.42,1.47,40,5.73,2.27,22
astonishing,6.53,1.87,19,5.77,2.16,22
astound,6.3,1.63,20,5.05,2.4,21
astral,5.32,1.73,22,5.13,2.63,23
astrology,4.79,2.68,19,4.18,2.48,22
astronaut,6.73,1.84,37,4.4,2.09,20
astronomer,5.59,1.59,22,5.42,2.27,19
astronomical,6.37,1.74,19,5.0,2.14,21
astronomy,6.0,1.81,20,4.33,2.82,21
astute,6.22,1.35,18,3.16,2.24,19
asylum,3.24,2.34,21,5.55,2.28,20
atheist,4.64,2.5,22,4.76,2.84,21
athlete,6.21,2.04,19,4.75,2.75,20
athletic,6.76,1.73,21,5.0,2.45,22
athletics,6.14,2.03,21,4.93,2.76,44
atlas,5.95,1.28,20,2.5,1.74,22
atmosphere,6.05,1.5,22,4.0,2.28,21
atmospheric,5.72,1.36,18,4.09,2.21,23
atoll,5.14,1.49,22,3.55,1.82,20
atom,5.74,1.1,19,4.29,2.37,21
atomic,4.26,2.13,19,5.85,2.54,20
atone,5.6,1.93,20,4.0,2.29,22
atrium,5.95,1.13,19,3.57,1.96,21
atrocious,3.14,1.31,21,4.12,2.85,24
atrocity,2.95,1.86,21,5.0,2.65,23
atrophy,3.16,1.83,19,3.86,2.12,22
attach,5.26,1.24,19,3.81,1.91,21
attachment,6.0,1.38,21,2.96,2.42,24
attack,2.0,0.97,18,7.05,2.11,21
attacker,2.23,1.57,22,7.27,1.93,22
attain,5.85,2.03,20,3.11,2.19,18
attempt,6.0,1.55,21,4.94,2.29,18
attempted,5.35,1.5,23,3.64,2.32,22
attend,5.4,1.19,20,3.5,2.3,22
attendance,5.95,1.43,19,4.24,2.07,21
attendant,5.63,0.96,19,3.14,1.56,21
attention,6.68,1.49,22,4.05,2.48,21
attentive,6.43,1.69,21,4.37,2.22,19
attest,5.1,1.59,20,3.68,2.51,22
attic,4.95,1.77,21,3.45,2.35,20
attire,6.16,1.12,19,3.95,1.83,21
attitude,4.72,2.08,18,4.76,2.05,21
attorney,3.67,1.74,21,4.8,2.82,20
attract,6.38,2.11,21,5.35,2.81,23
attraction,7.0,1.52,20,5.4,2.62,20
attractive,7.19,1.91,21,4.91,2.94,22
attribute,5.67,1.62,21,4.12,2.28,25
auburn,5.89,1.2,19,3.62,1.8,21
auction,5.43,1.75,21,4.5,2.52,20
auctioneer,5.09,1.31,22,4.0,2.39,23
audacious,5.11,1.41,19,4.28,2.35,18
audacity,5.2,1.36,20,4.1,2.2,20
audible,6.05,1.6,21,4.45,2.54,22
audience,5.89,2.03,18,4.91,2.45,22
audio,6.56,1.34,18,4.29,2.08,21
audit,2.82,1.3,22,5.78,2.61,23
audition,5.2,1.4,20,4.24,2.45,21
auditor,3.26,1.79,19,3.7,2.41,20
auditorium,6.05,1.54,19,4.45,2.02,22
auditory,5.05,1.58,19,4.5,2.06,22
aunt,6.56,2.09,18,2.71,2.41,21
auntie,6.24,1.48,21,3.58,2.7,24
aura,6.45,1.85,20,4.7,2.72,20
auspicious,4.76,1.73,21,3.39,2.33,23
authentic,6.91,1.63,22,4.55,2.5,22
authenticate,5.1,1.81,21,4.36,2.38,22
authenticity,6.81,1.63,21,4.42,2.36,24
author,6.33,1.39,21,2.73,1.91,22
authority,4.76,1.87,21,5.35,2.33,23
authorization,5.86,1.74,21,4.32,2.36,25
authorize,5.37,1.01,19,4.67,2.44,24
autism,3.2,1.91,20,4.1,2.61,21
autistic,3.62,1.8,21,4.24,2.57,21
auto,5.0,1.93,22,4.95,2.7,22
autobiographical,4.82,1.4,22,3.74,2.51,23
autobiography,5.79,2.27,19,2.85,1.6,20
autograph,6.21,1.36,19,3.55,2.26,20
autographed,6.14,1.75,22,4.65,2.29,23
automated,4.74,1.56,19,4.05,2.42,22
automatic,6.05,1.84,22,3.7,2.45,20
automobile,5.45,1.47,20,3.91,1.82,22
automotive,5.37,2.27,19,4.5,1.54,20
autonomy,5.05,1.66,21,4.09,2.23,23
autopilot,5.65,1.46,17,4.11,2.35,19
autopsy,2.62,1.5,21,4.36,2.87,22
autumn,7.12,1.98,42,3.21,2.34,43
auxiliary,5.26,1.63,19,3.61,2.19,23
avail,5.42,1.57,19,3.77,1.93,22
availability,5.68,1.73,19,4.38,2.67,21
available,6.86,1.28,21,4.04,2.48,24
avalanche,4.0,2.73,19,6.55,2.46,20
avenge,4.05,2.06,22,6.35,2.13,26
avenging,4.89,2.13,19,6.1,1.97,21
avenue,5.74,1.53,42,3.3,2.24,43
average,4.89,0.88,19,3.29,1.79,17
aversion,4.0,1.26,20,5.14,2.46,22
avert,5.16,1.92,19,3.62,1.94,21
aviation,5.9,1.67,21,4.05,2.59,22
aviator,6.39,1.5,18,4.67,2.46,21
avid,5.74,2.31,19,4.32,2.01,22
avocado,6.32,2.14,19,4.05,2.3,22
avoid,4.1,1.45,21,3.92,2.06,24
avoidance,3.35,1.39,20,4.95,2.39,20
await,5.33,1.33,18,2.91,1.9,22
awake,6.76,1.48,21,5.5,2.67,20
awaken,6.05,1.83,21,4.29,2.2,24
awakening,6.41,1.44,22,4.67,2.5,24
award,7.86,1.15,21,5.85,2.89,20
aware,6.86,1.49,22,4.7,2.56,20
awareness,6.45,1.61,20,3.73,2.55,22
awe,6.85,1.79,20,3.83,2.85,23
awed,6.05,2.01,42,4.21,2.26,42
awesome,7.86,1.85,21,6.05,3.09,20
awful,2.28,1.96,18,4.86,2.87,21
awkward,2.95,1.22,19,4.55,2.35,20
awkwardness,3.86,1.88,22,4.65,2.61,26
awning,5.79,0.98,19,2.9,2.07,20
axe,3.48,1.5,23,5.64,2.61,22
axis,4.19,1.54,21,3.92,2.02,25
axle,4.67,1.11,21,2.45,2.2,22
babble,4.55,1.67,20,4.0,2.28,24
babe,6.86,1.93,21,4.25,3.08,20
baboon,5.55,1.61,20,5.11,2.11,19
baby,6.67,2.36,43,4.97,2.65,38
babysit,4.74,1.45,19,3.67,1.98,21
babysitter,6.55,1.85,20,3.48,1.78,21
Bacardi,5.68,2.52,19,4.36,2.46,22
bachelor,5.58,1.43,19,4.14,1.96,21
bachelorette,5.52,2.32,21,4.09,2.51,22
back,4.76,1.76,21,2.59,1.79,22
backboard,4.7,1.89,20,3.41,1.82,22
backbone,5.16,1.71,19,4.05,2.58,21
backdoor,4.86,1.53,21,3.85,2.24,26
backdrop,5.45,1.39,20,2.7,1.84,20
backer,4.73,1.61,22,3.53,1.71,19
backfire,3.0,1.98,22,4.79,2.42,19
backgammon,5.6,1.76,20,2.06,1.39,18
background,5.05,0.78,19,3.67,1.77,21
backhand,3.5,1.77,22,4.61,2.03,18
backpack,6.05,1.87,19,3.68,2.38,22
backroom,4.6,1.54,20,3.5,2.28,18
backseat,4.84,1.77,19,3.32,2.08,22
backside,4.58,2.19,19,3.68,2.19,22
backtrack,4.26,1.66,19,3.15,1.73,20
backup,5.85,1.35,20,3.45,2.3,22
backwater,4.33,1.93,21,3.84,2.37,25
backwoods,5.0,2.08,20,2.57,2.01,21
backyard,6.1,2.0,20,3.88,2.55,26
bacon,7.52,1.5,21,4.16,2.84,25
bacteria,3.3,1.56,20,4.24,2.53,21
bacterial,3.68,2.12,22,5.0,2.65,22
bad,3.24,1.92,21,4.86,2.69,21
badass,6.14,2.25,22,6.68,2.19,19
badge,5.24,2.05,21,4.4,2.41,20
badger,4.63,2.24,19,4.35,2.12,23
badness,3.55,2.01,20,4.38,2.94,21
bag,5.05,1.29,22,3.43,2.2,21
bagel,6.32,1.16,19,3.6,1.82,20
baggage,4.5,1.63,22,4.0,2.53,21
baggie,5.43,2.09,21,3.55,2.65,20
baggy,4.45,1.19,20,4.05,2.26,22
bagman,4.7,1.17,20,2.7,2.13,20
bail,3.79,2.02,19,3.91,2.27,22
bailiff,3.95,1.54,20,4.33,2.29,21
bait,4.0,1.83,22,3.5,2.02,22
bake,7.2,1.61,20,5.0,2.87,18
bakery,6.79,2.27,19,3.86,2.87,22
balance,6.84,1.57,19,4.13,2.03,23
balcony,6.11,1.1,19,4.0,2.14,21
bald,2.85,2.13,20,3.71,2.0,21
balding,3.05,1.35,19,3.38,2.29,21
baldy,3.95,1.94,21,2.7,1.94,23
bale,4.9,1.33,20,2.78,1.86,18
ball,6.14,1.39,22,3.48,2.02,21
ballad,6.33,1.96,21,3.6,1.85,25
ballast,4.67,0.97,21,4.06,1.98,18
ballerina,6.79,1.32,19,3.73,2.21,22
ballet,6.86,1.67,22,3.72,2.52,18
ballgame,7.0,1.56,19,4.65,2.76,20
ballistic,5.0,1.67,21,4.09,2.65,22
ballistics,4.05,1.25,22,5.58,2.36,19
balloon,6.84,1.42,19,3.9,2.57,21
ballot,5.29,1.23,21,4.15,2.54,20
ballpark,5.44,2.41,18,3.85,2.23,20
ballplayer,5.26,2.05,19,4.09,2.51,22
ballpoint,5.1,1.18,21,2.46,2.0,24
ballroom,5.75,1.33,20,4.27,2.29,22
ballsy,4.9,1.8,20,5.29,2.37,21
balm,6.24,1.55,21,3.36,2.4,25
balmy,5.23,2.27,22,4.23,2.76,22
bam,5.05,1.61,19,3.96,2.91,24
bamboo,6.33,1.68,18,3.2,2.42,20
ban,3.38,2.2,21,5.2,2.44,20
banana,6.71,2.03,21,3.21,2.19,24
band,6.44,1.62,18,4.52,2.93,21
bandage,3.63,2.01,19,3.64,2.04,22
bandanna,5.26,1.48,19,3.15,1.87,20
bandit,3.88,1.98,24,5.18,2.77,22
bandstand,5.81,1.4,21,3.54,2.77,24
bandwagon,3.95,1.35,19,3.95,2.09,21
bandwidth,5.32,1.89,22,3.43,2.42,21
bane,3.9,1.51,21,3.95,2.8,20
bang,5.1,1.41,21,6.09,2.48,23
banger,4.05,2.06,21,3.33,2.32,24
banish,3.85,1.53,20,4.71,2.61,24
banister,5.42,1.54,19,2.55,1.79,20
banjo,6.35,1.27,20,3.53,2.32,19
bank,6.0,1.94,18,4.19,2.93,21
banker,4.89,1.78,18,3.38,2.52,24
banking,5.47,1.71,19,4.24,2.19,21
bankroll,6.05,1.96,19,4.95,2.53,19
bankrupt,2.21,1.27,19,5.49,2.62,49
bankruptcy,2.52,1.78,21,5.39,2.21,23
banner,5.17,1.24,41,3.55,2.16,20
banquet,6.11,1.59,19,4.57,2.35,23
banshee,3.58,1.5,19,5.09,2.79,23
banter,5.48,2.06,21,3.5,2.19,20
banzai,5.65,2.18,20,4.73,2.25,22
baptism,6.62,2.13,21,3.96,2.51,23
baptize,5.59,2.53,17,3.32,2.42,22
bar,5.0,1.83,19,4.53,2.46,40
barbarian,3.14,2.17,21,6.26,2.16,19
barbaric,3.43,1.83,21,5.6,2.5,20
barbecue,7.1,1.55,20,5.55,2.76,20
barbed,3.75,1.52,20,5.1,2.29,20
barber,4.89,2.08,19,3.18,1.92,22
barbershop,5.37,1.83,19,3.18,1.82,22
barbie doll,5.23,2.0,22,3.96,2.46,23
bard,4.45,1.47,20,2.94,2.04,18
bare,5.5,1.95,22,4.65,2.43,26
barefoot,6.91,1.9,22,4.33,2.61,21
barf,2.32,1.77,19,5.0,2.6,20
bargain,7.63,1.42,19,5.48,2.41,23
bargaining,5.37,1.8,19,4.14,2.49,22
barge,5.44,1.69,18,3.15,2.21,20
baritone,6.05,1.43,19,4.0,2.05,21
barium,4.9,2.07,21,2.91,1.72,22
bark,4.86,2.33,21,3.4,2.3,20
barkeep,5.7,1.69,20,3.71,2.41,21
barley,4.95,1.5,22,3.62,2.33,26
barmaid,4.85,1.63,20,4.6,2.62,20
barman,5.28,1.02,18,4.95,2.04,21
barn,6.16,1.3,19,3.57,2.11,21
barnacle,5.27,1.35,22,3.52,1.97,21
barnyard,5.65,1.81,20,2.55,1.79,22
barometer,5.0,1.53,19,2.88,1.87,17
baron,3.9,1.51,21,3.88,1.74,25
baroness,4.75,1.25,20,4.36,2.15,22
barracuda,4.85,2.3,20,5.16,2.49,25
barrage,4.24,1.55,21,3.96,1.99,25
barrel,4.92,1.24,38,3.43,2.5,21
barren,3.79,2.59,19,3.59,2.48,22
barricade,4.32,2.11,19,4.23,2.62,22
barrier,4.47,1.74,19,4.7,2.05,20
barrister,4.95,1.4,21,3.18,2.3,22
barroom,4.9,1.81,21,4.65,1.6,20
bartender,5.63,2.03,19,4.95,2.74,20
barter,5.64,1.94,22,4.74,2.08,19
base,5.68,1.25,22,3.1,2.17,20
baseball,5.79,1.93,19,3.15,2.54,20
baseball bat,5.75,2.24,20,3.39,2.17,18
baseline,5.4,1.54,20,2.52,2.36,21
baseman,5.19,1.08,21,3.95,2.28,22
basement,4.81,1.99,21,3.33,2.32,24
bash,3.68,2.4,19,5.14,2.66,22
bashful,5.55,1.68,22,4.36,2.61,22
basic,5.5,1.88,20,2.95,1.81,22
basics,5.86,1.24,21,3.14,2.03,21
basil,6.43,2.01,21,3.82,2.28,22
basin,5.47,1.39,19,2.77,1.97,22
basis,5.42,1.84,19,2.68,1.78,22
bask,6.37,1.89,19,3.86,2.08,22
basket,5.66,1.06,41,2.48,1.4,21
basketball,5.67,2.01,21,4.35,3.07,23
bass,5.23,1.38,22,4.87,2.69,23
bass guitar,6.27,1.75,22,4.88,2.67,25
bastard,3.31,1.97,42,5.1,2.27,41
bat,4.81,2.11,21,4.57,2.52,23
batch,5.57,1.25,21,3.29,1.85,21
bath,7.0,1.75,37,3.25,2.35,40
bathe,7.5,1.24,20,3.15,2.23,20
bathhouse,5.32,1.7,22,4.0,2.54,23
bathing,6.14,1.9,21,3.23,2.45,22
bathrobe,6.48,1.4,21,4.05,2.86,20
bathroom,5.26,0.45,19,2.86,1.91,43
bathtub,6.26,1.81,38,3.63,2.56,43
baton,4.63,1.71,19,3.64,2.13,22
battalion,5.14,1.82,21,4.76,2.4,25
batter,5.24,2.17,21,3.85,2.39,20
battered,2.95,1.5,21,3.86,2.57,22
battering,2.75,1.41,20,4.67,2.57,18
battery,4.26,1.76,19,3.95,2.35,20
battle,3.52,2.23,21,6.25,2.94,20
battlefield,3.89,2.16,19,6.48,2.19,23
battleground,4.09,2.04,22,5.76,2.61,21
battlements,3.7,1.49,20,4.52,2.47,23
battleship,4.43,1.63,21,3.41,2.36,22
batty,4.44,2.01,18,4.05,2.72,22
bauble,5.71,1.93,21,3.83,2.25,23
bawl,3.58,1.54,19,4.86,2.55,22
bay,7.23,1.19,22,3.26,2.21,19
bayonet,4.68,1.83,19,4.45,2.56,22
bayou,6.2,1.15,20,3.81,2.29,21
bazaar,6.42,1.35,19,5.9,1.95,21
bazooka,5.37,1.98,19,6.1,2.19,21
be,6.18,1.44,22,3.43,2.31,21
beach,7.21,1.51,42,5.1,2.23,21
beacon,5.18,1.44,22,4.52,2.48,23
bead,6.05,1.86,21,3.4,2.41,20
beady,4.58,1.64,19,3.73,2.29,22
beak,4.9,1.94,20,2.81,2.14,21
beaker,5.5,1.15,20,3.79,2.1,19
beam,5.74,1.45,19,3.59,2.48,22
bean,6.0,2.08,19,2.95,2.46,20
beanbag,5.88,1.73,17,3.0,2.37,22
beanie,5.58,1.39,19,3.58,2.12,24
bear,5.33,2.25,18,4.5,3.07,20
bearable,5.72,1.71,18,3.57,2.27,23
beard,5.09,2.0,22,3.18,2.08,22
bearded,5.67,1.68,21,5.53,2.63,19
bearer,4.95,1.53,21,4.7,2.18,20
bearings,5.43,1.16,21,3.29,2.24,21
bearskin,4.25,1.68,20,3.95,2.56,21
beast,4.42,2.01,19,5.83,2.38,18
beastly,4.19,2.04,21,6.22,2.02,23
beat,4.38,2.2,21,5.52,2.34,21
beater,3.06,1.98,18,4.22,2.58,23
beatnik,3.89,1.7,19,4.21,2.48,24
beautiful,7.61,1.74,41,5.71,2.82,41
beauty,7.58,1.35,19,4.89,2.78,47
beaver,5.0,1.84,21,4.05,2.26,22
bebop,6.26,2.0,19,3.95,2.61,20
become,6.32,1.46,22,3.43,2.11,21
bed,7.16,1.86,43,3.0,2.32,21
bedding,5.05,1.9,19,3.65,2.76,20
bedpan,2.74,1.69,19,5.05,2.5,21
bedroom,7.0,2.12,21,4.9,2.95,20
bedside,5.89,1.82,19,2.96,1.6,24
bedspread,6.05,1.19,20,2.7,1.69,20
bedtime,6.57,2.34,21,3.76,2.37,25
bee,3.68,1.67,22,5.65,2.4,23
beef,6.11,2.23,19,4.37,2.31,19
beefsteak,5.53,1.31,19,4.05,1.93,20
beehive,4.26,2.58,19,5.39,2.68,23
beep,5.11,2.16,19,3.82,2.28,22
beeper,4.9,0.91,20,3.16,1.92,19
beer,5.67,2.33,18,4.3,2.98,20
bees,5.14,2.24,42,5.53,2.28,43
beeswax,5.15,1.6,20,3.62,1.99,21
beetle,4.2,1.91,20,4.45,2.3,22
befall,3.91,1.54,22,4.24,2.21,21
befriend,7.14,1.93,21,4.25,2.53,20
beg,3.72,1.96,18,4.65,2.48,20
beggar,2.92,1.6,39,4.29,2.18,42
begin,6.44,2.04,18,2.85,2.23,20
beginner,5.15,1.39,20,3.5,1.99,22
beginning,6.39,2.12,18,3.0,2.7,20
begrudge,3.95,1.59,22,4.47,1.71,19
behave,6.25,1.65,20,3.72,2.42,18
behavior,5.28,1.71,18,4.27,2.16,22
behavioral,5.1,1.52,20,4.1,2.64,21
behold,6.48,1.6,21,3.88,2.2,25
beholden,5.05,1.82,20,3.24,2.39,21
beige,5.26,2.16,19,2.6,2.3,20
belated,4.21,1.18,19,3.19,1.86,21
belay,5.5,1.32,20,3.43,1.8,21
belch,4.18,1.79,22,4.77,2.58,22
belief,6.14,1.86,22,3.95,2.36,21
believable,6.89,1.29,19,4.05,1.99,21
believe,7.05,1.36,22,3.33,2.15,21
believer,5.64,1.71,22,4.1,2.61,21
belittle,2.7,2.18,20,4.05,2.01,21
bell,5.67,1.77,21,4.7,2.34,20
bellboy,4.95,0.97,21,3.13,1.6,23
bellhop,5.47,1.47,19,4.0,2.49,23
belligerent,3.11,2.0,19,5.0,2.77,21
bellman,5.35,0.99,20,3.25,2.01,24
bellow,4.63,1.57,19,4.75,2.27,20
belly,4.37,1.42,19,3.75,2.17,20
bellybutton,5.73,1.7,22,4.95,2.3,19
bellyful,5.85,2.35,20,3.28,2.19,25
belong,6.5,2.31,18,2.9,2.43,20
belongings,6.09,1.23,22,3.96,2.24,26
beloved,7.38,2.13,21,4.91,2.76,23
belt,4.44,1.69,18,3.45,2.42,22
beluga,5.1,1.62,20,3.77,2.16,22
bench,5.5,1.47,20,3.46,2.19,46
bend,5.75,0.91,20,4.4,2.28,20
benefactor,6.0,2.15,20,2.95,2.16,20
beneficial,6.61,1.73,23,4.18,1.99,22
beneficiary,6.19,1.81,21,4.45,2.13,22
benefit,6.87,1.22,23,3.53,2.32,17
benevolence,6.29,1.95,21,4.35,1.9,20
benevolent,5.95,2.2,19,3.6,2.39,20
benign,5.86,1.61,22,3.26,2.3,23
benzene,4.53,1.87,19,3.95,3.15,20
bequeath,4.64,1.53,22,4.39,1.79,18
bereaved,3.65,1.72,23,5.23,2.71,22
bereavement,3.2,1.62,40,4.45,2.04,22
beret,5.05,1.68,19,3.78,2.44,18
berserk,3.75,1.77,20,5.08,2.67,26
berth,4.52,1.33,21,2.71,1.97,24
beryllium,5.6,1.7,20,3.87,2.47,23
beseech,4.89,2.02,19,4.77,2.18,22
bestow,6.5,1.64,20,3.8,2.09,20
bestseller,6.82,2.08,22,5.89,2.0,18
bet,4.95,2.01,22,4.76,2.76,21
beta,5.55,1.28,20,3.6,2.66,20
betray,2.52,1.92,42,5.33,2.51,42
betrayal,2.24,1.87,21,5.71,2.0,21
beverage,7.17,1.29,18,3.38,1.83,21
beware,3.3,1.98,20,5.24,2.14,21
bewildered,4.32,1.92,19,4.57,1.83,23
bias,3.95,1.57,20,4.27,2.68,22
biased,4.21,1.72,19,5.52,2.18,21
bib,5.78,1.73,18,3.57,2.04,23
bible,5.74,2.77,19,3.65,2.25,20
biblical,6.52,2.71,21,3.73,2.45,22
bicarbonate,4.9,1.76,21,3.5,1.99,22
bicentennial,6.3,1.22,20,4.7,2.3,20
biceps,5.95,2.01,21,4.42,2.72,24
bicker,2.81,1.33,21,5.13,1.91,23
bicycle,6.71,1.27,21,3.95,2.29,21
bid,5.16,1.64,19,4.0,2.12,22
bidder,5.39,0.98,18,3.5,1.93,20
bidding,5.29,1.27,21,4.91,2.14,22
bide,4.5,1.54,20,3.61,2.48,18
big,5.64,1.73,22,4.33,2.42,21
bigamy,3.15,1.39,20,4.36,2.22,22
biggie,5.32,1.7,22,3.76,2.34,21
bighorn,4.77,1.72,22,4.65,2.48,23
bigmouth,3.71,1.71,21,5.3,2.52,20
bigot,2.75,2.02,20,5.37,2.41,19
bigotry,2.24,1.26,21,6.15,1.31,20
bike,6.1,2.28,21,3.62,2.37,24
biker,5.32,1.38,19,4.04,2.6,24
bikini,5.57,2.29,21,5.43,2.46,23
bilateral,5.23,1.57,22,2.86,1.82,21
bile,2.61,1.38,18,4.1,2.49,20
bilge,4.55,1.23,20,3.73,1.91,22
bill,3.11,1.7,19,4.0,2.57,21
billboard,4.25,1.65,20,4.0,2.32,20
billiard,6.1,1.62,20,4.0,1.93,22
billing,3.23,1.57,22,5.18,2.46,22
billion,6.8,2.24,20,5.44,2.83,18
billionaire,6.0,2.45,19,6.75,2.4,20
bimbo,3.1,1.84,21,3.52,2.24,25
bin,4.95,1.24,21,3.04,2.21,25
binary,4.58,1.64,19,3.29,2.05,21
bind,4.82,1.65,22,4.53,2.34,19
binder,5.16,1.07,19,3.17,1.95,18
binding,4.15,1.57,20,4.21,1.96,24
binge,3.53,2.25,19,5.18,1.84,22
bingo,5.62,1.94,21,5.0,2.98,22
binoculars,5.57,1.25,21,2.58,2.5,24
bio,5.2,1.61,20,3.14,1.78,22
biochemical,4.05,1.56,21,4.21,2.72,24
biochemist,5.37,1.3,19,4.19,2.09,21
biochemistry,5.48,2.04,21,3.67,2.06,21
biographer,5.53,0.84,19,3.05,1.75,21
biography,5.4,1.43,20,3.0,2.5,24
biological,6.57,1.69,21,3.52,2.65,25
biologist,5.85,1.84,20,3.27,1.83,22
biology,6.0,1.45,20,4.1,2.22,20
bionic,5.42,1.98,19,5.18,2.42,22
biopsy,3.1,1.64,21,3.46,2.87,24
bipolar,3.26,1.63,19,5.0,2.98,22
birch,6.53,1.35,19,2.85,1.87,20
bird,6.75,1.78,40,3.83,2.48,18
birdcage,5.2,1.54,20,4.23,2.09,22
birdie,6.47,2.09,19,3.43,1.86,21
birdman,5.0,1.05,21,4.15,2.46,26
birth,6.52,2.36,21,5.75,2.73,20
birthday,6.37,2.01,19,4.6,2.89,20
birthing,5.29,2.12,21,6.4,1.85,20
birthmark,4.6,1.5,20,3.0,1.78,20
